,X_unit_id,X_worker_id,fluency,grammaticality,semantic_adequacy,mr,team,text,category,type,bleu,meteor,ter,systemtype,triplesize
760,1433935914,28521374,1,1,1,Gubbio | region | Umbria,adapt,the ground of a.s. gubbio 1910 is found in the uctria.,SportsTeam,seen,0.216,0.2154553342,120,neural,1triple
761,1433935914,43338177,3,3,1,Gubbio | region | Umbria,adapt,the ground of a.s. gubbio 1910 is found in the uctria.,SportsTeam,seen,0.216,0.2154553342,120,neural,1triple
762,1433935914,43350276,1,1,1,Gubbio | region | Umbria,adapt,the ground of a.s. gubbio 1910 is found in the uctria.,SportsTeam,seen,0.216,0.2154553342,120,neural,1triple
763,1433935915,43337868,3,3,3,New_York_City | isPartOf | New_Netherland,adapt,new york city is part of new netherland.,Building,seen,0.742,1,21.429,neural,1triple
764,1433935915,43338062,3,3,3,New_York_City | isPartOf | New_Netherland,adapt,new york city is part of new netherland.,Building,seen,0.742,1,21.429,neural,1triple
765,1433935915,43338177,3,3,3,New_York_City | isPartOf | New_Netherland,adapt,new york city is part of new netherland.,Building,seen,0.742,1,21.429,neural,1triple
766,1433935916,43337868,3,3,3,Acura_TLX | layout | AWD_(vehicle),tilburg-smt,acura tlx layout awd (vehicle),MeanOfTransportation,unseen,0.127,0.3418624333,66.667,smt,1triple
767,1433935916,43338062,3,3,3,Acura_TLX | layout | AWD_(vehicle),tilburg-smt,acura tlx layout awd (vehicle),MeanOfTransportation,unseen,0.127,0.3418624333,66.667,smt,1triple
768,1433935916,43338177,3,3,3,Acura_TLX | layout | AWD_(vehicle),tilburg-smt,acura tlx layout awd (vehicle),MeanOfTransportation,unseen,0.127,0.3418624333,66.667,smt,1triple
769,1433935917,43350276,3,3,3,Bibbo_Bibbowski | creator | Jerry_Ordway,adapt,bibbo bibbowski was created by jerry ordway.,ComicsCharacter,seen,0.701,1,23.077,neural,1triple
770,1433935917,43337868,3,3,3,Bibbo_Bibbowski | creator | Jerry_Ordway,adapt,bibbo bibbowski was created by jerry ordway.,ComicsCharacter,seen,0.701,1,23.077,neural,1triple
771,1433935917,43338062,3,3,3,Bibbo_Bibbowski | creator | Jerry_Ordway,adapt,bibbo bibbowski was created by jerry ordway.,ComicsCharacter,seen,0.701,1,23.077,neural,1triple
772,1433935918,43350276,3,3,3,New_York_City | isPartOf | New_Netherland,webnlg,"new york city is a part of new netherland .
",Building,seen,1,1,1,human,1triple
773,1433935918,43337868,3,3,3,New_York_City | isPartOf | New_Netherland,webnlg,"new york city is a part of new netherland .
",Building,seen,1,1,1,human,1triple
774,1433935918,43338062,3,3,3,New_York_City | isPartOf | New_Netherland,webnlg,"new york city is a part of new netherland .
",Building,seen,1,1,1,human,1triple
775,1433935919,43350263,3,3,3,Al-Zawra'a_SC | manager | Basim_Qasim,adapt,the manager of al-zahra 'a sc is basim hasim.,Athlete,unseen,0.328,0.4083500528,58.333,neural,1triple
776,1433935919,43338177,3,3,3,Al-Zawra'a_SC | manager | Basim_Qasim,adapt,the manager of al-zahra 'a sc is basim hasim.,Athlete,unseen,0.328,0.4083500528,58.333,neural,1triple
777,1433935919,43350276,3,3,3,Al-Zawra'a_SC | manager | Basim_Qasim,adapt,the manager of al-zahra 'a sc is basim hasim.,Athlete,unseen,0.328,0.4083500528,58.333,neural,1triple
778,1433935920,43350263,3,3,3,United_States_Air_Force | battles | 1986_United_States_bombing_of_Libya,pkuwriter,the united states air force fought battles in the 1986 united states bombing of libya.,Airport,seen,0.541,0.4799842306,40,neural,1triple
779,1433935920,43338177,3,3,3,United_States_Air_Force | battles | 1986_United_States_bombing_of_Libya,pkuwriter,the united states air force fought battles in the 1986 united states bombing of libya.,Airport,seen,0.541,0.4799842306,40,neural,1triple
780,1433935920,43350276,3,3,3,United_States_Air_Force | battles | 1986_United_States_bombing_of_Libya,pkuwriter,the united states air force fought battles in the 1986 united states bombing of libya.,Airport,seen,0.541,0.4799842306,40,neural,1triple
781,1433935921,43337868,3,3,1,Alessio_Romagnoli | youthclub | A.S._Roma,upf-forge,alessio romagnoli plays for the a.s. roma youthclub.,Athlete,unseen,0.372,0.4437279039,55.263,template,1triple
782,1433935921,43338062,3,3,3,Alessio_Romagnoli | youthclub | A.S._Roma,upf-forge,alessio romagnoli plays for the a.s. roma youthclub.,Athlete,unseen,0.372,0.4437279039,55.263,template,1triple
783,1433935921,43350263,3,3,3,Alessio_Romagnoli | youthclub | A.S._Roma,upf-forge,alessio romagnoli plays for the a.s. roma youthclub.,Athlete,unseen,0.372,0.4437279039,55.263,template,1triple
784,1433935922,43337868,3,3,3,Buzz_Aldrin | was selected by NASA | 1963,tilburg-nmt,buzz aldrin was selected by nasa in 1963.,Astronaut,seen,0.841,1,22.222,neural,1triple
785,1433935922,43338062,3,3,3,Buzz_Aldrin | was selected by NASA | 1963,tilburg-nmt,buzz aldrin was selected by nasa in 1963.,Astronaut,seen,0.841,1,22.222,neural,1triple
786,1433935922,43350263,3,3,3,Buzz_Aldrin | was selected by NASA | 1963,tilburg-nmt,buzz aldrin was selected by nasa in 1963.,Astronaut,seen,0.841,1,22.222,neural,1triple
787,1433935923,41723335,3,3,3,Karl_Kesel | nationality | Americans,tilburg-nmt,karl kesel is american.,ComicsCharacter,seen,0.268,0.4645695216,42.857,neural,1triple
788,1433935923,43697153,3,3,3,Karl_Kesel | nationality | Americans,tilburg-nmt,karl kesel is american.,ComicsCharacter,seen,0.268,0.4645695216,42.857,neural,1triple
789,1433935923,43105396,3,3,3,Karl_Kesel | nationality | Americans,tilburg-nmt,karl kesel is american.,ComicsCharacter,seen,0.268,0.4645695216,42.857,neural,1triple
790,1433935924,41723335,3,3,3,"Ben_Urich | fullName | ""Benjamin Urich""",tilburg-nmt,the full name of ben urich is benjamin urich.,ComicsCharacter,seen,0.29,0.4607949556,57.143,neural,1triple
791,1433935924,43697153,3,3,3,"Ben_Urich | fullName | ""Benjamin Urich""",tilburg-nmt,the full name of ben urich is benjamin urich.,ComicsCharacter,seen,0.29,0.4607949556,57.143,neural,1triple
792,1433935924,43105396,3,3,3,"Ben_Urich | fullName | ""Benjamin Urich""",tilburg-nmt,the full name of ben urich is benjamin urich.,ComicsCharacter,seen,0.29,0.4607949556,57.143,neural,1triple
793,1433935925,41723335,3,1,1,Juan_Perón | party | Labour_Party_(Argentina),webnlg,"juan peron was a member of the labour party in argentina .
",Politician,unseen,1,1,1,human,1triple
794,1433935925,43697153,3,3,1,Juan_Perón | party | Labour_Party_(Argentina),webnlg,"juan peron was a member of the labour party in argentina .
",Politician,unseen,1,1,1,human,1triple
795,1433935925,43105396,3,1,1,Juan_Perón | party | Labour_Party_(Argentina),webnlg,"juan peron was a member of the labour party in argentina .
",Politician,unseen,1,1,1,human,1triple
796,1433935926,41723335,3,1,1,"Antioch,_California | isPartOf | Contra_Costa_County,_California",tilburg-pipe,"antioch, california in contra costa county.",City,seen,0.135,0.3671439687,72.727,template,1triple
797,1433935926,43697153,3,3,3,"Antioch,_California | isPartOf | Contra_Costa_County,_California",tilburg-pipe,"antioch, california in contra costa county.",City,seen,0.135,0.3671439687,72.727,template,1triple
798,1433935926,43105396,3,1,1,"Antioch,_California | isPartOf | Contra_Costa_County,_California",tilburg-pipe,"antioch, california in contra costa county.",City,seen,0.135,0.3671439687,72.727,template,1triple
799,1433935927,41723335,1,1,1,Azerbaijan | leader | Artur_Rasizade,vietnam,"artur rasizade, is one of the leaders, in the azerbaijan.",Monument,seen,0.277,0.4009967128,95.455,template,1triple
800,1433935927,43697153,1,1,1,Azerbaijan | leader | Artur_Rasizade,vietnam,"artur rasizade, is one of the leaders, in the azerbaijan.",Monument,seen,0.277,0.4009967128,95.455,template,1triple
801,1433935927,43105396,1,1,1,Azerbaijan | leader | Artur_Rasizade,vietnam,"artur rasizade, is one of the leaders, in the azerbaijan.",Monument,seen,0.277,0.4009967128,95.455,template,1triple
802,1433935928,41723335,3,3,3,United_States_House_of_Representatives | location | United_States_Capitol,upf-forge,united states house of representatives is in united states capitol.,City,seen,0.474,0.4636982169,39.13,template,1triple
803,1433935928,43697153,3,3,3,United_States_House_of_Representatives | location | United_States_Capitol,upf-forge,united states house of representatives is in united states capitol.,City,seen,0.474,0.4636982169,39.13,template,1triple
804,1433935928,43105396,3,3,3,United_States_House_of_Representatives | location | United_States_Capitol,upf-forge,united states house of representatives is in united states capitol.,City,seen,0.474,0.4636982169,39.13,template,1triple
805,1433935929,43942953,3,3,3,Antwerp_International_Airport | operatingOrganisation | Flemish_Government,tilburg-smt,antwerp international airport is operated by the flemish government,Airport,seen,0.895,0.5895027648,9.091,smt,1triple
806,1433935929,22345789,3,3,3,Antwerp_International_Airport | operatingOrganisation | Flemish_Government,tilburg-smt,antwerp international airport is operated by the flemish government,Airport,seen,0.895,0.5895027648,9.091,smt,1triple
807,1433935929,37799090,3,3,3,Antwerp_International_Airport | operatingOrganisation | Flemish_Government,tilburg-smt,antwerp international airport is operated by the flemish government,Airport,seen,0.895,0.5895027648,9.091,smt,1triple
808,1433935930,43942953,3,3,2,Indonesia | language | Indonesian_language,pkuwriter,indonesian language is spoken in indonesia.,Food,seen,0.324,0.4344926699,50,neural,1triple
809,1433935930,22345789,3,3,3,Indonesia | language | Indonesian_language,pkuwriter,indonesian language is spoken in indonesia.,Food,seen,0.324,0.4344926699,50,neural,1triple
810,1433935930,37799090,3,3,3,Indonesia | language | Indonesian_language,pkuwriter,indonesian language is spoken in indonesia.,Food,seen,0.324,0.4344926699,50,neural,1triple
811,1433935931,22345789,3,3,3,American_Journal_of_Mathematics | academicDiscipline | Mathematics,tilburg-pipe,american journal of mathematics is devoted to the study of math.,WrittenWork,seen,0.348,0.4346557732,72.414,template,1triple
812,1433935931,24992939,3,3,3,American_Journal_of_Mathematics | academicDiscipline | Mathematics,tilburg-pipe,american journal of mathematics is devoted to the study of math.,WrittenWork,seen,0.348,0.4346557732,72.414,template,1triple
813,1433935931,33708599,3,3,3,American_Journal_of_Mathematics | academicDiscipline | Mathematics,tilburg-pipe,american journal of mathematics is devoted to the study of math.,WrittenWork,seen,0.348,0.4346557732,72.414,template,1triple
814,1433935932,22345789,3,3,3,"Airey_Neave | birthPlace | ""Knightsbridge, London""",upf-forge,airey neave was born in knightsbridge (london).,Politician,unseen,0.608,0.4764355154,31.579,template,1triple
815,1433935932,24992939,3,3,3,"Airey_Neave | birthPlace | ""Knightsbridge, London""",upf-forge,airey neave was born in knightsbridge (london).,Politician,unseen,0.608,0.4764355154,31.579,template,1triple
816,1433935932,33708599,3,3,3,"Airey_Neave | birthPlace | ""Knightsbridge, London""",upf-forge,airey neave was born in knightsbridge (london).,Politician,unseen,0.608,0.4764355154,31.579,template,1triple
817,1433935934,22345789,3,3,1,Gubbio | region | Umbria,tilburg-nmt,gubbio is a food found in umbria.,SportsTeam,seen,0.288,0.3348857011,53.333,neural,1triple
818,1433935934,24992939,3,3,1,Gubbio | region | Umbria,tilburg-nmt,gubbio is a food found in umbria.,SportsTeam,seen,0.288,0.3348857011,53.333,neural,1triple
819,1433935934,33708599,3,3,1,Gubbio | region | Umbria,tilburg-nmt,gubbio is a food found in umbria.,SportsTeam,seen,0.288,0.3348857011,53.333,neural,1triple
820,1433935935,24992939,3,3,3,United_States_House_of_Representatives | location | United_States_Capitol,adapt,the united states house of representatives is located in the united states capitol.,City,seen,0.82,0.9466666667,19.565,neural,1triple
821,1433935935,33708599,3,3,3,United_States_House_of_Representatives | location | United_States_Capitol,adapt,the united states house of representatives is located in the united states capitol.,City,seen,0.82,0.9466666667,19.565,neural,1triple
822,1433935935,38996754,3,3,3,United_States_House_of_Representatives | location | United_States_Capitol,adapt,the united states house of representatives is located in the united states capitol.,City,seen,0.82,0.9466666667,19.565,neural,1triple
823,1433935936,24992939,3,3,3,United_States | ethnicGroup | Asian_Americans,adapt,asian americans are an ethnic group in the u.s.,WrittenWork,seen,0.32,0.2955996286,67.742,neural,1triple
824,1433935936,33708599,3,3,3,United_States | ethnicGroup | Asian_Americans,adapt,asian americans are an ethnic group in the u.s.,WrittenWork,seen,0.32,0.2955996286,67.742,neural,1triple
825,1433935936,38996754,3,3,3,United_States | ethnicGroup | Asian_Americans,adapt,asian americans are an ethnic group in the u.s.,WrittenWork,seen,0.32,0.2955996286,67.742,neural,1triple
826,1433935937,24992939,3,3,3,"Abradab | background | ""solo_singer""",pkuwriter,abradab started as a solo singer.,Artist,unseen,0.199,0.3724707039,52.632,neural,1triple
827,1433935937,38996754,3,3,3,"Abradab | background | ""solo_singer""",pkuwriter,abradab started as a solo singer.,Artist,unseen,0.199,0.3724707039,52.632,neural,1triple
828,1433935937,29686407,3,3,3,"Abradab | background | ""solo_singer""",pkuwriter,abradab started as a solo singer.,Artist,unseen,0.199,0.3724707039,52.632,neural,1triple
829,1433935938,24992939,3,3,3,"Antioch,_California | isPartOf | Contra_Costa_County,_California",adapt,"antioch, california is part of contra costa county, california.",City,seen,0.442,0.5166372125,45.455,neural,1triple
830,1433935938,38996754,3,3,3,"Antioch,_California | isPartOf | Contra_Costa_County,_California",adapt,"antioch, california is part of contra costa county, california.",City,seen,0.442,0.5166372125,45.455,neural,1triple
831,1433935938,29686407,2,3,3,"Antioch,_California | isPartOf | Contra_Costa_County,_California",adapt,"antioch, california is part of contra costa county, california.",City,seen,0.442,0.5166372125,45.455,neural,1triple
832,1433935939,38996754,3,3,3,St._Vincent–St._Mary_High_School | country | United_States,vietnam,st. vincent – st. mary high school is located within the country of the united states.,SportsTeam,seen,0.272,0.5344967361,75.862,template,1triple
833,1433935939,29686407,3,3,3,St._Vincent–St._Mary_High_School | country | United_States,vietnam,st. vincent – st. mary high school is located within the country of the united states.,SportsTeam,seen,0.272,0.5344967361,75.862,template,1triple
834,1433935939,42908349,2,3,3,St._Vincent–St._Mary_High_School | country | United_States,vietnam,st. vincent – st. mary high school is located within the country of the united states.,SportsTeam,seen,0.272,0.5344967361,75.862,template,1triple
835,1433935940,38996754,3,3,3,"Elliot_See | deathDate | ""1966-02-28""",upf-forge,"elliot see died on february 28, 1966.",Astronaut,seen,0.462,1,42.857,template,1triple
836,1433935940,29686407,3,3,3,"Elliot_See | deathDate | ""1966-02-28""",upf-forge,"elliot see died on february 28, 1966.",Astronaut,seen,0.462,1,42.857,template,1triple
837,1433935940,42908349,3,3,3,"Elliot_See | deathDate | ""1966-02-28""",upf-forge,"elliot see died on february 28, 1966.",Astronaut,seen,0.462,1,42.857,template,1triple
838,1433935941,29686407,2,2,2,101_Helena | apoapsis | 441092000.0 (kilometres),melbourne,101 helena is 441092000.0.,CelestialBody,unseen,0.077,0.3667277581,68.571,neural,1triple
839,1433935941,44039357,3,3,3,101_Helena | apoapsis | 441092000.0 (kilometres),melbourne,101 helena is 441092000.0.,CelestialBody,unseen,0.077,0.3667277581,68.571,neural,1triple
840,1433935941,40668212,2,2,1,101_Helena | apoapsis | 441092000.0 (kilometres),melbourne,101 helena is 441092000.0.,CelestialBody,unseen,0.077,0.3667277581,68.571,neural,1triple
841,1433935942,29686407,2,3,3,"Antioch,_California | isPartOf | Contra_Costa_County,_California",upf-forge,"antioch, california is part of contra costa county (california).",City,seen,0.572,0.4874760896,36.364,template,1triple
842,1433935942,44039357,3,3,3,"Antioch,_California | isPartOf | Contra_Costa_County,_California",upf-forge,"antioch, california is part of contra costa county (california).",City,seen,0.572,0.4874760896,36.364,template,1triple
843,1433935942,40668212,3,3,3,"Antioch,_California | isPartOf | Contra_Costa_County,_California",upf-forge,"antioch, california is part of contra costa county (california).",City,seen,0.572,0.4874760896,36.364,template,1triple
844,1433935943,44039357,3,3,3,Julia_Morgan | significantBuilding | Los_Angeles_Herald-Examiner,melbourne,the architect of julia morgan is los angeles herald-examiner.,Building,seen,0.129,0.2535845207,81.25,neural,1triple
845,1433935943,40668212,2,1,1,Julia_Morgan | significantBuilding | Los_Angeles_Herald-Examiner,melbourne,the architect of julia morgan is los angeles herald-examiner.,Building,seen,0.129,0.2535845207,81.25,neural,1triple
846,1433935943,40252170,2,2,1,Julia_Morgan | significantBuilding | Los_Angeles_Herald-Examiner,melbourne,the architect of julia morgan is los angeles herald-examiner.,Building,seen,0.129,0.2535845207,81.25,neural,1triple
847,1433935943,41841195,3,3,1,Julia_Morgan | significantBuilding | Los_Angeles_Herald-Examiner,melbourne,the architect of julia morgan is los angeles herald-examiner.,Building,seen,0.129,0.2535845207,81.25,neural,1triple
848,1433935944,44039357,3,3,3,(29075)_1950_DA | discoverer | Carl_A._Wirtanen,upf-forge,carl a. wirtanen discovered (29075) 1950 da.,CelestialBody,unseen,0.161,0.5613051214,54.545,template,1triple
849,1433935944,40668212,3,2,3,(29075)_1950_DA | discoverer | Carl_A._Wirtanen,upf-forge,carl a. wirtanen discovered (29075) 1950 da.,CelestialBody,unseen,0.161,0.5613051214,54.545,template,1triple
850,1433935944,40252170,3,3,2,(29075)_1950_DA | discoverer | Carl_A._Wirtanen,upf-forge,carl a. wirtanen discovered (29075) 1950 da.,CelestialBody,unseen,0.161,0.5613051214,54.545,template,1triple
851,1433935944,41841195,3,3,3,(29075)_1950_DA | discoverer | Carl_A._Wirtanen,upf-forge,carl a. wirtanen discovered (29075) 1950 da.,CelestialBody,unseen,0.161,0.5613051214,54.545,template,1triple
852,1433935945,44039357,3,3,3,1_Decembrie_1918_University | state | Alba,melbourne,1 decembrie 1918 university is in the state of alba.,University,seen,0.487,0.4995035106,30.769,neural,1triple
853,1433935945,40252170,2,2,1,1_Decembrie_1918_University | state | Alba,melbourne,1 decembrie 1918 university is in the state of alba.,University,seen,0.487,0.4995035106,30.769,neural,1triple
854,1433935945,42313097,3,3,3,1_Decembrie_1918_University | state | Alba,melbourne,1 decembrie 1918 university is in the state of alba.,University,seen,0.487,0.4995035106,30.769,neural,1triple
855,1433935945,35330747,3,3,3,1_Decembrie_1918_University | state | Alba,melbourne,1 decembrie 1918 university is in the state of alba.,University,seen,0.487,0.4995035106,30.769,neural,1triple
856,1433935946,44039357,3,3,1,Julia_Morgan | significantBuilding | Los_Angeles_Herald-Examiner,upf-forge,julia morgan designed the los angeles herald-examiner.,Building,seen,0.097,0.2853873511,62.5,template,1triple
857,1433935946,40252170,2,2,1,Julia_Morgan | significantBuilding | Los_Angeles_Herald-Examiner,upf-forge,julia morgan designed the los angeles herald-examiner.,Building,seen,0.097,0.2853873511,62.5,template,1triple
858,1433935946,42313097,3,3,3,Julia_Morgan | significantBuilding | Los_Angeles_Herald-Examiner,upf-forge,julia morgan designed the los angeles herald-examiner.,Building,seen,0.097,0.2853873511,62.5,template,1triple
859,1433935946,35330747,3,3,3,Julia_Morgan | significantBuilding | Los_Angeles_Herald-Examiner,upf-forge,julia morgan designed the los angeles herald-examiner.,Building,seen,0.097,0.2853873511,62.5,template,1triple
860,1433935947,40252170,2,2,1,Batagor | dishVariation | Shumai,tilburg-smt,shumai is a variation of batagor.,Food,seen,0.643,1,25,smt,1triple
861,1433935947,35330747,3,3,3,Batagor | dishVariation | Shumai,tilburg-smt,shumai is a variation of batagor.,Food,seen,0.643,1,25,smt,1triple
862,1433935947,22396848,3,3,3,Batagor | dishVariation | Shumai,tilburg-smt,shumai is a variation of batagor.,Food,seen,0.643,1,25,smt,1triple
863,1433935947,43942386,3,3,3,Batagor | dishVariation | Shumai,tilburg-smt,shumai is a variation of batagor.,Food,seen,0.643,1,25,smt,1triple
864,1433935947,13763729,3,3,3,Batagor | dishVariation | Shumai,tilburg-smt,shumai is a variation of batagor.,Food,seen,0.643,1,25,smt,1triple
865,1433935948,40252170,2,2,1,1_Decembrie_1918_University | state | Alba,vietnam,the 1 decembrie 1918 universitys is located in the state of alba.,University,seen,0.583,0.9555555556,23.077,template,1triple
866,1433935948,35330747,3,2,3,1_Decembrie_1918_University | state | Alba,vietnam,the 1 decembrie 1918 universitys is located in the state of alba.,University,seen,0.583,0.9555555556,23.077,template,1triple
867,1433935948,22396848,1,1,3,1_Decembrie_1918_University | state | Alba,vietnam,the 1 decembrie 1918 universitys is located in the state of alba.,University,seen,0.583,0.9555555556,23.077,template,1triple
868,1433935948,43942386,2,2,2,1_Decembrie_1918_University | state | Alba,vietnam,the 1 decembrie 1918 universitys is located in the state of alba.,University,seen,0.583,0.9555555556,23.077,template,1triple
869,1433935948,13763729,1,1,1,1_Decembrie_1918_University | state | Alba,vietnam,the 1 decembrie 1918 universitys is located in the state of alba.,University,seen,0.583,0.9555555556,23.077,template,1triple
870,1433935949,35330747,3,3,3,Batagor | dishVariation | Shumai,melbourne,shumai is a variation of batagor.,Food,seen,0.643,1,25,neural,1triple
871,1433935949,22396848,3,3,3,Batagor | dishVariation | Shumai,melbourne,shumai is a variation of batagor.,Food,seen,0.643,1,25,neural,1triple
872,1433935949,13763729,3,3,2,Batagor | dishVariation | Shumai,melbourne,shumai is a variation of batagor.,Food,seen,0.643,1,25,neural,1triple
873,1433935950,35330747,3,3,3,"Airey_Neave | birthPlace | ""Knightsbridge, London""",webnlg,"knightsbridge , london is the birthplace of airey neave .
",Politician,unseen,1,1,1,human,1triple
874,1433935950,22396848,3,3,3,"Airey_Neave | birthPlace | ""Knightsbridge, London""",webnlg,"knightsbridge , london is the birthplace of airey neave .
",Politician,unseen,1,1,1,human,1triple
875,1433935950,13763729,3,3,3,"Airey_Neave | birthPlace | ""Knightsbridge, London""",webnlg,"knightsbridge , london is the birthplace of airey neave .
",Politician,unseen,1,1,1,human,1triple
876,1433935951,35330747,2,3,3,"Aleksandra_Kovač | background | ""solo_singer""",melbourne,aleksandra kovač is solo singer.,Artist,unseen,0.175,0.4886849078,40,neural,1triple
877,1433935951,22396848,1,1,3,"Aleksandra_Kovač | background | ""solo_singer""",melbourne,aleksandra kovač is solo singer.,Artist,unseen,0.175,0.4886849078,40,neural,1triple
878,1433935951,39897325,1,2,3,"Aleksandra_Kovač | background | ""solo_singer""",melbourne,aleksandra kovač is solo singer.,Artist,unseen,0.175,0.4886849078,40,neural,1triple
879,1433935952,35330747,1,2,1,Acura_TLX | layout | AWD_(vehicle),adapt,the layout of academia is a layout in the cayout of academy.,MeanOfTransportation,unseen,0.229,0.128525408,122.222,neural,1triple
880,1433935952,22396848,1,1,1,Acura_TLX | layout | AWD_(vehicle),adapt,the layout of academia is a layout in the cayout of academy.,MeanOfTransportation,unseen,0.229,0.128525408,122.222,neural,1triple
881,1433935952,39897325,1,1,1,Acura_TLX | layout | AWD_(vehicle),adapt,the layout of academia is a layout in the cayout of academy.,MeanOfTransportation,unseen,0.229,0.128525408,122.222,neural,1triple
882,1433935953,39897325,3,3,2,(29075)_1950_DA | discoverer | Carl_A._Wirtanen,tilburg-nmt,the chair of (29075) 1950 da is carl a. wirtanen.,CelestialBody,unseen,0.225,0.4305466396,81.818,neural,1triple
883,1433935953,13763729,1,2,1,(29075)_1950_DA | discoverer | Carl_A._Wirtanen,tilburg-nmt,the chair of (29075) 1950 da is carl a. wirtanen.,CelestialBody,unseen,0.225,0.4305466396,81.818,neural,1triple
884,1433935953,12115558,2,3,2,(29075)_1950_DA | discoverer | Carl_A._Wirtanen,tilburg-nmt,the chair of (29075) 1950 da is carl a. wirtanen.,CelestialBody,unseen,0.225,0.4305466396,81.818,neural,1triple
885,1433935953,21088425,1,1,1,(29075)_1950_DA | discoverer | Carl_A._Wirtanen,tilburg-nmt,the chair of (29075) 1950 da is carl a. wirtanen.,CelestialBody,unseen,0.225,0.4305466396,81.818,neural,1triple
886,1433935954,39897325,3,3,3,United_Kingdom | demonym | British_people,tilburg-smt,british people live in the united kingdom.,Artist,unseen,0.219,0.3929335908,58.333,smt,1triple
887,1433935954,13763729,3,3,3,United_Kingdom | demonym | British_people,tilburg-smt,british people live in the united kingdom.,Artist,unseen,0.219,0.3929335908,58.333,smt,1triple
888,1433935954,12115558,2,3,3,United_Kingdom | demonym | British_people,tilburg-smt,british people live in the united kingdom.,Artist,unseen,0.219,0.3929335908,58.333,smt,1triple
889,1433935954,21088425,3,3,3,United_Kingdom | demonym | British_people,tilburg-smt,british people live in the united kingdom.,Artist,unseen,0.219,0.3929335908,58.333,smt,1triple
890,1433935955,39897325,1,1,2,Aenir | language | English_language,tilburg-smt,aenir is english language,WrittenWork,seen,0.174,0.2672775019,50,smt,1triple
891,1433935955,26024737,2,2,3,Aenir | language | English_language,tilburg-smt,aenir is english language,WrittenWork,seen,0.174,0.2672775019,50,smt,1triple
892,1433935955,21875134,2,3,1,Aenir | language | English_language,tilburg-smt,aenir is english language,WrittenWork,seen,0.174,0.2672775019,50,smt,1triple
893,1433935956,39897325,1,1,2,Alvah_Sabin | party | Whig_Party_(United_States),tilburg-nmt,alvah sabin were invented in whig party (united states).,Politician,unseen,0.19,0.4489730482,63.158,neural,1triple
894,1433935956,26024737,1,1,2,Alvah_Sabin | party | Whig_Party_(United_States),tilburg-nmt,alvah sabin were invented in whig party (united states).,Politician,unseen,0.19,0.4489730482,63.158,neural,1triple
895,1433935956,21875134,2,1,1,Alvah_Sabin | party | Whig_Party_(United_States),tilburg-nmt,alvah sabin were invented in whig party (united states).,Politician,unseen,0.19,0.4489730482,63.158,neural,1triple
896,1433935957,26024737,3,3,3,Antwerp_International_Airport | operatingOrganisation | Flemish_Government,adapt,the operating organisation of antwerp international airport is the flemish government.,Airport,seen,0.893,1,18.182,neural,1triple
897,1433935957,21875134,2,3,3,Antwerp_International_Airport | operatingOrganisation | Flemish_Government,adapt,the operating organisation of antwerp international airport is the flemish government.,Airport,seen,0.893,1,18.182,neural,1triple
898,1433935957,16573689,3,3,3,Antwerp_International_Airport | operatingOrganisation | Flemish_Government,adapt,the operating organisation of antwerp international airport is the flemish government.,Airport,seen,0.893,1,18.182,neural,1triple
899,1433935958,26024737,3,3,3,Buzz_Aldrin | was selected by NASA | 1963,melbourne,buzz aldrin was chosen by nasa in 1963.,Astronaut,seen,0.403,0.9157894737,33.333,neural,1triple
900,1433935958,21875134,3,3,3,Buzz_Aldrin | was selected by NASA | 1963,melbourne,buzz aldrin was chosen by nasa in 1963.,Astronaut,seen,0.403,0.9157894737,33.333,neural,1triple
901,1433935958,16573689,3,3,3,Buzz_Aldrin | was selected by NASA | 1963,melbourne,buzz aldrin was chosen by nasa in 1963.,Astronaut,seen,0.403,0.9157894737,33.333,neural,1triple
902,1433935959,26024737,1,1,1,"Ben_Urich | fullName | ""Benjamin Urich""",tilburg-smt,ben (benjamin) urich.,ComicsCharacter,seen,0.018,0.2114865821,85.714,smt,1triple
903,1433935959,21875134,1,3,2,"Ben_Urich | fullName | ""Benjamin Urich""",tilburg-smt,ben (benjamin) urich.,ComicsCharacter,seen,0.018,0.2114865821,85.714,smt,1triple
904,1433935959,42820715,2,2,3,"Ben_Urich | fullName | ""Benjamin Urich""",tilburg-smt,ben (benjamin) urich.,ComicsCharacter,seen,0.018,0.2114865821,85.714,smt,1triple
905,1433935960,26024737,1,2,2,American_Journal_of_Mathematics | academicDiscipline | Mathematics,pkuwriter,american journal of mathematics is mathematics.,WrittenWork,seen,0.544,0.4171129631,41.379,neural,1triple
906,1433935960,21875134,2,2,1,American_Journal_of_Mathematics | academicDiscipline | Mathematics,pkuwriter,american journal of mathematics is mathematics.,WrittenWork,seen,0.544,0.4171129631,41.379,neural,1triple
907,1433935960,42820715,1,2,2,American_Journal_of_Mathematics | academicDiscipline | Mathematics,pkuwriter,american journal of mathematics is mathematics.,WrittenWork,seen,0.544,0.4171129631,41.379,neural,1triple
908,1433935961,26024737,2,3,3,Abel_Hernández | club | Uruguay_national_football_team,vietnam,"abel hernández is associated with the uruguay national football team, a football club.",Athlete,unseen,0.214,0.4407514753,72.727,template,1triple
909,1433935961,19294877,2,3,3,Abel_Hernández | club | Uruguay_national_football_team,vietnam,"abel hernández is associated with the uruguay national football team, a football club.",Athlete,unseen,0.214,0.4407514753,72.727,template,1triple
