id,mr,team,text,category,type,bleu,meteor,ter,systemtype,triplesize,fluency,grammar,semantics
386,"A_Fortress_of_Grey_Ice | mediaType | Hardcover<br>A_Fortress_of_Grey_Ice | OCLC_number | 51969173<br>A_Fortress_of_Grey_Ice | author | J._V._Jones<br>A_Fortress_of_Grey_Ice | ISBN_number | ""0-7653-0633-6""",tilburg-pipe,a fortress of grey ice is in hardcover with the OCLC 51969173 and ISBN 0-7653-0633-6. j.v. jones is the author of a fortress of grey ice.,WrittenWork,seen,0.311,0.421200521210837,57.692,template,4triple,2.3333333333333335,2.6666666666666665,2.6666666666666665
387,"A_Fortress_of_Grey_Ice | mediaType | Hardcover<br>A_Fortress_of_Grey_Ice | OCLC_number | 51969173<br>A_Fortress_of_Grey_Ice | author | J._V._Jones<br>A_Fortress_of_Grey_Ice | ISBN_number | ""0-7653-0633-6""",tilburg-smt,a fortress of grey ice by j.v. jones has the oclc number 51969173 and is available in hardcover. the isbn number of a fortress of grey ice is 0-7653-0633-6.,WrittenWork,seen,0.372,0.50065511628498,43.269,smt,4triple,2.6666666666666665,3.0,3.0
388,"A_Fortress_of_Grey_Ice | mediaType | Hardcover<br>A_Fortress_of_Grey_Ice | OCLC_number | 51969173<br>A_Fortress_of_Grey_Ice | author | J._V._Jones<br>A_Fortress_of_Grey_Ice | ISBN_number | ""0-7653-0633-6""",upf-forge,"a fortress of grey ice, the author of which is j. v. jones, can be found in hardcover. the oclc number of a fortress of grey ice is 51969173. the isbn number of a fortress of grey ice is 0-7653-0633-6.",WrittenWork,seen,0.212,0.454753376242189,75,template,4triple,1.5,3.0,3.0
389,"A_Fortress_of_Grey_Ice | mediaType | Hardcover<br>A_Fortress_of_Grey_Ice | OCLC_number | 51969173<br>A_Fortress_of_Grey_Ice | author | J._V._Jones<br>A_Fortress_of_Grey_Ice | ISBN_number | ""0-7653-0633-6""",vietnam,null,WrittenWork,seen,0,0,95.192,template,4triple,1.0,1.0,1.0
390,"A_Fortress_of_Grey_Ice | mediaType | Hardcover<br>A_Fortress_of_Grey_Ice | OCLC_number | 51969173<br>A_Fortress_of_Grey_Ice | author | J._V._Jones<br>A_Fortress_of_Grey_Ice | ISBN_number | ""0-7653-0633-6""",webnlg,"a fortress of grey ice , by j v jones , has the oclc number 51969173 , the isbn number 0 - 7653 - 0633 - 6 and is available in hardcover .
",WrittenWork,seen,1,1,1,human,4triple,2.6666666666666665,3.0,3.0
391,"A_Fortress_of_Grey_Ice | numberOfPages | ""672""<br>A_Fortress_of_Grey_Ice | ISBN_number | ""0-7653-0633-6""",adapt,a fortress of grey ice has 672 pages and the isbn number 0-7653-0633-6.,WrittenWork,seen,0.466,0.566516320165915,50,neural,2triple,3.0,3.0,3.0
392,"A_Fortress_of_Grey_Ice | numberOfPages | ""672""<br>A_Fortress_of_Grey_Ice | ISBN_number | ""0-7653-0633-6""",baseline,a fortress of grey ice has 672 pages and the isbn number 0-7653-0633-6.,WrittenWork,seen,0.466,0.566516320165915,50,neural,2triple,2.3333333333333335,2.3333333333333335,3.0
393,"A_Fortress_of_Grey_Ice | numberOfPages | ""672""<br>A_Fortress_of_Grey_Ice | ISBN_number | ""0-7653-0633-6""",melbourne,a fortress of grey ice has 672 pages and the isbn number 0-7653-0633-6.,WrittenWork,seen,0.466,0.566516320165915,50,neural,2triple,3.0,3.0,3.0
394,"A_Fortress_of_Grey_Ice | numberOfPages | ""672""<br>A_Fortress_of_Grey_Ice | ISBN_number | ""0-7653-0633-6""",pkuwriter,"a fortress of grey ice, isbn number 0-7653-0633-6, has 672 pages.",WrittenWork,seen,0.168,0.507195571177369,60,neural,2triple,2.3333333333333335,2.3333333333333335,3.0
395,"A_Fortress_of_Grey_Ice | numberOfPages | ""672""<br>A_Fortress_of_Grey_Ice | ISBN_number | ""0-7653-0633-6""",tilburg-nmt,a fortress of grey ice is 672 pages long and isbn number is 0-7653-0633-6.,WrittenWork,seen,0.263,0.517230024065916,60,neural,2triple,2.3333333333333335,2.0,3.0
396,"A_Fortress_of_Grey_Ice | numberOfPages | ""672""<br>A_Fortress_of_Grey_Ice | ISBN_number | ""0-7653-0633-6""",tilburg-pipe,a fortress of grey ice with the ISBN 0-7653-0633-6 has 672.,WrittenWork,seen,0.263,0.484421666349855,55,template,2triple,2.0,1.6666666666666667,1.0
397,"A_Fortress_of_Grey_Ice | numberOfPages | ""672""<br>A_Fortress_of_Grey_Ice | ISBN_number | ""0-7653-0633-6""",tilburg-smt,a fortress of grey ice. it has 672 pages with the isbn number 0-7653-0633-6.,WrittenWork,seen,0.253,0.545312429930676,60,smt,2triple,1.6666666666666667,2.3333333333333335,3.0
398,"A_Fortress_of_Grey_Ice | numberOfPages | ""672""<br>A_Fortress_of_Grey_Ice | ISBN_number | ""0-7653-0633-6""",upf-forge,"a fortress of grey ice, the isbn number of which is 0-7653-0633-6, has 672 pages.",WrittenWork,seen,0.217,0.500964384717045,60,template,2triple,3.0,2.6666666666666665,3.0
399,"A_Fortress_of_Grey_Ice | numberOfPages | ""672""<br>A_Fortress_of_Grey_Ice | ISBN_number | ""0-7653-0633-6""",vietnam,a fortress of grey ice has a total of 672 pages and the isbn number 0-7653- 0633-6.,WrittenWork,seen,0.376,0.533983182796897,60,template,2triple,2.3333333333333335,2.3333333333333335,3.0
400,"A_Fortress_of_Grey_Ice | numberOfPages | ""672""<br>A_Fortress_of_Grey_Ice | ISBN_number | ""0-7653-0633-6""",webnlg,"a fortress of grey ice has 672 pages , and has the isbn number 0 - 7653 - 0633 - 6 .
",WrittenWork,seen,1,1,1,human,2triple,2.0,2.3333333333333335,2.6666666666666665
401,"A_Long_Long_Way | numberOfPages | ""292""<br>A_Long_Long_Way | ISBN_number | ""0-670-03380-4""",adapt,a long long way is 292 pages long and has the isbn number 0-670-03380-4.,WrittenWork,seen,0.51,0.613513187085508,42.857,neural,2triple,3.0,3.0,3.0
402,"A_Long_Long_Way | numberOfPages | ""292""<br>A_Long_Long_Way | ISBN_number | ""0-670-03380-4""",baseline,a long long way has 292 pages and the isbn number 0-670-03380-4.,WrittenWork,seen,0.464,0.604979677119685,42.857,neural,2triple,2.6666666666666665,2.6666666666666665,3.0
403,"A_Long_Long_Way | numberOfPages | ""292""<br>A_Long_Long_Way | ISBN_number | ""0-670-03380-4""",melbourne,a long long way has 292 pages and the isbn number 0-670-03380-4.,WrittenWork,seen,0.464,0.604979677119685,42.857,neural,2triple,3.0,2.3333333333333335,3.0
404,"A_Long_Long_Way | numberOfPages | ""292""<br>A_Long_Long_Way | ISBN_number | ""0-670-03380-4""",pkuwriter,"a long long way, isbn number 0-670-03380-4, has 292 pages.",WrittenWork,seen,0.108,0.494151196935101,66.667,neural,2triple,2.6666666666666665,3.0,3.0
405,"A_Long_Long_Way | numberOfPages | ""292""<br>A_Long_Long_Way | ISBN_number | ""0-670-03380-4""",tilburg-nmt,a long long way is 292 pages long and isbn number is 0-670-03380-4.,WrittenWork,seen,0.391,0.56169412721453,52.381,neural,2triple,2.3333333333333335,2.0,3.0
406,"A_Long_Long_Way | numberOfPages | ""292""<br>A_Long_Long_Way | ISBN_number | ""0-670-03380-4""",tilburg-pipe,a long long way with the ISBN 0-670-03380-4 has 292.,WrittenWork,seen,0.107,0.435508899557915,66.667,template,2triple,1.6666666666666667,2.6666666666666665,1.6666666666666667
407,"A_Long_Long_Way | numberOfPages | ""292""<br>A_Long_Long_Way | ISBN_number | ""0-670-03380-4""",tilburg-smt,a long long way is 292 pages long and has the isbn number 0-670-03380-4.,WrittenWork,seen,0.51,0.613513187085508,42.857,smt,2triple,3.0,3.0,3.0
408,"A_Long_Long_Way | numberOfPages | ""292""<br>A_Long_Long_Way | ISBN_number | ""0-670-03380-4""",upf-forge,"a long long way, the isbn number of which is 0-670-03380-4, has 292 pages.",WrittenWork,seen,0.197,0.522130658667869,61.905,template,2triple,2.3333333333333335,3.0,3.0
409,"A_Long_Long_Way | numberOfPages | ""292""<br>A_Long_Long_Way | ISBN_number | ""0-670-03380-4""",vietnam,a long long way has a total of 292 pages and the isbn number 0-670-0338 0-4.,WrittenWork,seen,0.413,0.49066464424125,57.143,template,2triple,2.6666666666666665,2.6666666666666665,2.3333333333333335
410,"A_Long_Long_Way | numberOfPages | ""292""<br>A_Long_Long_Way | ISBN_number | ""0-670-03380-4""",webnlg,"a long long way has 292 pages and the isbn number is 0 - 670 - 03380 - 4 .
",WrittenWork,seen,1,1,1,human,2triple,3.0,2.6666666666666665,3.0
411,"A_Loyal_Character_Dancer | author | Qiu_Xiaolong<br>A_Loyal_Character_Dancer | OCLC_number | 49805501<br>A_Loyal_Character_Dancer | ISBN_number | ""1-56947-301-3""<br>A_Loyal_Character_Dancer | mediaType | Hardcover",adapt,"qiu xiaolong is the author of a loyal character dancer, which is available in hardcover and has the oclc number 49805501 and an isbn number of 1-56947-301-3.",WrittenWork,seen,0.284,0.427720032500696,56.604,neural,4triple,2.6666666666666665,2.6666666666666665,3.0
412,"A_Loyal_Character_Dancer | author | Qiu_Xiaolong<br>A_Loyal_Character_Dancer | OCLC_number | 49805501<br>A_Loyal_Character_Dancer | ISBN_number | ""1-56947-301-3""<br>A_Loyal_Character_Dancer | mediaType | Hardcover",baseline,"a loyal character dancer, written by qiu xiaolong, has an oclc number of 49805501 and an isbn number of 1-56947-301-3.",WrittenWork,seen,0.358,0.576931012009202,42.453,neural,4triple,3.0,3.0,2.3333333333333335
413,"A_Loyal_Character_Dancer | author | Qiu_Xiaolong<br>A_Loyal_Character_Dancer | OCLC_number | 49805501<br>A_Loyal_Character_Dancer | ISBN_number | ""1-56947-301-3""<br>A_Loyal_Character_Dancer | mediaType | Hardcover",melbourne,"a loyal character dancer, written by qiu xiaolong, is available in hardcover and has the isbn number 1-56947-301-3 and the oclc number 49805501.",WrittenWork,seen,0.22,0.503244525516298,53.774,neural,4triple,2.0,3.0,3.0
414,"A_Loyal_Character_Dancer | author | Qiu_Xiaolong<br>A_Loyal_Character_Dancer | OCLC_number | 49805501<br>A_Loyal_Character_Dancer | ISBN_number | ""1-56947-301-3""<br>A_Loyal_Character_Dancer | mediaType | Hardcover",pkuwriter,"a loyal character dancer, written by qiu xiaolong, has the oclc number 49805501 and an isbn number 1-56947-301-3.",WrittenWork,seen,0.198,0.478582494379749,50.943,neural,4triple,3.0,3.0,2.5
415,"A_Loyal_Character_Dancer | author | Qiu_Xiaolong<br>A_Loyal_Character_Dancer | OCLC_number | 49805501<br>A_Loyal_Character_Dancer | ISBN_number | ""1-56947-301-3""<br>A_Loyal_Character_Dancer | mediaType | Hardcover",tilburg-nmt,"the isbn number of a loyal character dancer is 49805501. a loyal character dancer was written by qiu xiaolong, has 1-56947-301-3 pages and is available in hardcover.",WrittenWork,seen,0.305,0.413602891335928,62.264,neural,4triple,2.0,2.3333333333333335,2.3333333333333335
416,"A_Loyal_Character_Dancer | author | Qiu_Xiaolong<br>A_Loyal_Character_Dancer | OCLC_number | 49805501<br>A_Loyal_Character_Dancer | ISBN_number | ""1-56947-301-3""<br>A_Loyal_Character_Dancer | mediaType | Hardcover",tilburg-pipe,a loyal character dancer is in hardcover with the OCLC 49805501 and ISBN 1-56947-301-3. a loyal character dancer was written by qiu xiaolong.,WrittenWork,seen,0.247,0.411767946416213,62.264,template,4triple,1.6666666666666667,2.3333333333333335,2.3333333333333335
417,"A_Loyal_Character_Dancer | author | Qiu_Xiaolong<br>A_Loyal_Character_Dancer | OCLC_number | 49805501<br>A_Loyal_Character_Dancer | ISBN_number | ""1-56947-301-3""<br>A_Loyal_Character_Dancer | mediaType | Hardcover",tilburg-smt,the oclc number of a loyal character dancer is 49805501. its author is qiu xiaolong and has the isbn number of 1-56947-301-3. a loyal character dancer was published in hardcover.,WrittenWork,seen,0.344,0.445503100455063,62.264,smt,4triple,2.0,2.0,2.6666666666666665
418,"A_Loyal_Character_Dancer | author | Qiu_Xiaolong<br>A_Loyal_Character_Dancer | OCLC_number | 49805501<br>A_Loyal_Character_Dancer | ISBN_number | ""1-56947-301-3""<br>A_Loyal_Character_Dancer | mediaType | Hardcover",upf-forge,"qiu xiaolong is the author of a loyal character dancer, the isbn number of which is 1-56947-301-3. it can be found in hardcover. the oclc number of a loyal character dancer is 49805501.",WrittenWork,seen,0.286,0.430023676755612,70.755,template,4triple,2.3333333333333335,2.6666666666666665,3.0
419,"A_Loyal_Character_Dancer | author | Qiu_Xiaolong<br>A_Loyal_Character_Dancer | OCLC_number | 49805501<br>A_Loyal_Character_Dancer | ISBN_number | ""1-56947-301-3""<br>A_Loyal_Character_Dancer | mediaType | Hardcover",vietnam,null,WrittenWork,seen,0,0,90.566,template,4triple,1.0,1.0,1.0
420,"A_Loyal_Character_Dancer | author | Qiu_Xiaolong<br>A_Loyal_Character_Dancer | OCLC_number | 49805501<br>A_Loyal_Character_Dancer | ISBN_number | ""1-56947-301-3""<br>A_Loyal_Character_Dancer | mediaType | Hardcover",webnlg,"the book , a loyal character dancer , has the isbn number of 1 - 56947 - 301 - 3 and the oclc number is 49805501 . it was penned by qiu xiaolong and can be found in hardcover .
",WrittenWork,seen,1,1,1,human,4triple,3.0,3.0,3.0
421,A_Severed_Wasp | language | English_language<br>English_language | spokenIn | Great_Britain<br>A_Severed_Wasp | country | United_States,adapt,a severed wasp is from the united states and is written in the english language which is spoken in great britain.,WrittenWork,seen,0.256,0.467181400755077,30.435,neural,3triple,2.0,2.0,2.5
422,A_Severed_Wasp | language | English_language<br>English_language | spokenIn | Great_Britain<br>A_Severed_Wasp | country | United_States,baseline,a severed wasp is written in english which is the language spoken in great britain.,WrittenWork,seen,0.386,0.441661349973145,39.13,neural,3triple,2.5,3.0,2.0
423,A_Severed_Wasp | language | English_language<br>English_language | spokenIn | Great_Britain<br>A_Severed_Wasp | country | United_States,melbourne,"a severed wasp, published in united states, is written in english language, which is spoken in great britain.",WrittenWork,seen,0.183,0.456488815570492,47.826,neural,3triple,2.0,1.6666666666666667,2.6666666666666665
424,A_Severed_Wasp | language | English_language<br>English_language | spokenIn | Great_Britain<br>A_Severed_Wasp | country | United_States,pkuwriter,"a severed wasp originates from the united states and is written in english, the language spoken in great britain.",WrittenWork,seen,0.356,0.508494770398984,34.783,neural,3triple,2.5,2.5,2.0
425,A_Severed_Wasp | language | English_language<br>English_language | spokenIn | Great_Britain<br>A_Severed_Wasp | country | United_States,tilburg-nmt,"from united states, ' a severed wasp ' was originally published in english which is the language spoken in great britain.",WrittenWork,seen,0.346,0.464289917343174,52.174,neural,3triple,3.0,2.5,2.0
426,A_Severed_Wasp | language | English_language<br>English_language | spokenIn | Great_Britain<br>A_Severed_Wasp | country | United_States,tilburg-pipe,' a severed wasp ' was written in united states in english which is spoken in great britain.,WrittenWork,seen,0.233,0.406944333698226,52.174,template,3triple,2.6666666666666665,2.6666666666666665,3.0
427,A_Severed_Wasp | language | English_language<br>English_language | spokenIn | Great_Britain<br>A_Severed_Wasp | country | United_States,tilburg-smt,a severed wasp. a severed wasp is written in english (also spoken in great britain). united states,WrittenWork,seen,0.201,0.388576147178167,56.522,smt,3triple,2.0,2.0,2.0
428,A_Severed_Wasp | language | English_language<br>English_language | spokenIn | Great_Britain<br>A_Severed_Wasp | country | United_States,upf-forge,"a severed wasp, published in the united states, is written in english language, spoken in great britain.",WrittenWork,seen,0.177,0.441261534537499,52.174,template,3triple,2.6666666666666665,2.3333333333333335,2.6666666666666665
429,A_Severed_Wasp | language | English_language<br>English_language | spokenIn | Great_Britain<br>A_Severed_Wasp | country | United_States,vietnam,null,WrittenWork,seen,0,0,100,template,3triple,1.0,1.0,1.0
430,A_Severed_Wasp | language | English_language<br>English_language | spokenIn | Great_Britain<br>A_Severed_Wasp | country | United_States,webnlg,"a severed wasp ( from the united states ) is written in english , which is the language spoken in great britain .
",WrittenWork,seen,1,1,1,human,3triple,3.0,3.0,3.0
431,Aaron_Hunt | club | VfL_Wolfsburg<br>Aaron_Hunt | youthclub | Goslarer_SC_08<br>Aaron_Hunt | club | SV_Werder_Bremen,adapt,aaron hunder is affiliated with the club sv wolfman and the youthclub goslarer sc 08 and is part of the club sv wolfman. he is the club of the club auron hunder and is affiliated with the club sv werder bien.,Athlete,unseen,0.124,0.209400426407879,139.437,neural,3triple,1.0,2.0,1.0
432,Aaron_Hunt | club | VfL_Wolfsburg<br>Aaron_Hunt | youthclub | Goslarer_SC_08<br>Aaron_Hunt | club | SV_Werder_Bremen,baseline,the 2nd party is a member of the portugal national football team.,Athlete,unseen,0.09,0.126834464014223,80.282,neural,3triple,2.3333333333333335,2.3333333333333335,1.0
433,Aaron_Hunt | club | VfL_Wolfsburg<br>Aaron_Hunt | youthclub | Goslarer_SC_08<br>Aaron_Hunt | club | SV_Werder_Bremen,melbourne,aaron hunt plays for vfl wolfsburg and plays for goslarer sc 08 and sv werder bremen.,Athlete,unseen,0.347,0.406610949481465,50.704,neural,3triple,2.6666666666666665,2.3333333333333335,3.0
434,Aaron_Hunt | club | VfL_Wolfsburg<br>Aaron_Hunt | youthclub | Goslarer_SC_08<br>Aaron_Hunt | club | SV_Werder_Bremen,pkuwriter,rolando maran plays for sv werder bremen.,Athlete,unseen,0.03,0.156568951051005,80.282,neural,3triple,2.6666666666666665,2.3333333333333335,1.0
435,Aaron_Hunt | club | VfL_Wolfsburg<br>Aaron_Hunt | youthclub | Goslarer_SC_08<br>Aaron_Hunt | club | SV_Werder_Bremen,tilburg-nmt,"aaron hunt, vfl wolfsburg as sv werder bremen and was born in goslarer sc 08.",Athlete,unseen,0.138,0.315156865886837,59.155,neural,3triple,1.3333333333333333,2.0,1.0
436,Aaron_Hunt | club | VfL_Wolfsburg<br>Aaron_Hunt | youthclub | Goslarer_SC_08<br>Aaron_Hunt | club | SV_Werder_Bremen,tilburg-pipe,aaron hunt is affiliated with goslarer sc 08 it plays for sv werder bremen it plays for vfl wolfsburg.,Athlete,unseen,0.251,0.380095314191182,67.606,template,3triple,1.0,1.6666666666666667,2.3333333333333335
437,Aaron_Hunt | club | VfL_Wolfsburg<br>Aaron_Hunt | youthclub | Goslarer_SC_08<br>Aaron_Hunt | club | SV_Werder_Bremen,tilburg-smt,aaron hunt club vfl wolfsburg aaron hunt played youth football for goslarer sc 08 aaron hunt club sv werder bremen,Athlete,unseen,0.232,0.334246706857653,59.155,smt,3triple,1.0,1.6666666666666667,2.3333333333333335
438,Aaron_Hunt | club | VfL_Wolfsburg<br>Aaron_Hunt | youthclub | Goslarer_SC_08<br>Aaron_Hunt | club | SV_Werder_Bremen,upf-forge,"aaron hunt plays for vfl wolfsburg, the goslarer sc 08 youthclub and sv werder bremen.",Athlete,unseen,0.29,0.422422049825357,50.704,template,3triple,3.0,2.5,3.0
439,Aaron_Hunt | club | VfL_Wolfsburg<br>Aaron_Hunt | youthclub | Goslarer_SC_08<br>Aaron_Hunt | club | SV_Werder_Bremen,vietnam,null,Athlete,unseen,0,0,97.183,template,3triple,1.0,1.0,1.0
440,Aaron_Hunt | club | VfL_Wolfsburg<br>Aaron_Hunt | youthclub | Goslarer_SC_08<br>Aaron_Hunt | club | SV_Werder_Bremen,webnlg,"aaron hunt plays for vfl wolfsburg and sv werder bremen . he was a member of the goslarer sc 08 youth team .
",Athlete,unseen,1,1,1,human,3triple,3.0,3.0,3.0
441,Aaron_S._Daggett | battles | Battle_of_Gettysburg<br>Aaron_S._Daggett | award | Purple_Heart,adapt,"aaron s. dunder was involved in the battle of gettysburg, who won the purple hect and won the battle of gettysburg.",Politician,unseen,0.154,0.296251142866514,80.769,neural,2triple,1.3333333333333333,1.3333333333333333,2.0
442,Aaron_S._Daggett | battles | Battle_of_Gettysburg<br>Aaron_S._Daggett | award | Purple_Heart,baseline,the polish academy of sciences is brussels.,Politician,unseen,0.065,0.0819593269473034,86.538,neural,2triple,1.6666666666666667,2.0,1.0
443,Aaron_S._Daggett | battles | Battle_of_Gettysburg<br>Aaron_S._Daggett | award | Purple_Heart,melbourne,aaron s. daggett won purple heart and was awarded battle of gettysburg.,Politician,unseen,0.195,0.418372380070275,57.692,neural,2triple,2.0,2.3333333333333335,2.6666666666666665
444,Aaron_S._Daggett | battles | Battle_of_Gettysburg<br>Aaron_S._Daggett | award | Purple_Heart,pkuwriter,the purple heart region of the comics was commander by the purple heart.,Politician,unseen,0.154,0.162383899989087,75,neural,2triple,1.0,1.0,1.0
445,Aaron_S._Daggett | battles | Battle_of_Gettysburg<br>Aaron_S._Daggett | award | Purple_Heart,tilburg-nmt,aaron s. daggett 's full name is battle of gettysburg and was created by purple heart.,Politician,unseen,0.257,0.389489307176343,51.923,neural,2triple,1.3333333333333333,2.0,1.0
446,Aaron_S._Daggett | battles | Battle_of_Gettysburg<br>Aaron_S._Daggett | award | Purple_Heart,tilburg-pipe,aaron s. daggett was awarded purple heart. aaron s. daggett was involved in battle of gettysburg.,Politician,unseen,0.246,0.399941878745593,75,template,2triple,1.6666666666666667,2.0,2.6666666666666665
447,Aaron_S._Daggett | battles | Battle_of_Gettysburg<br>Aaron_S._Daggett | award | Purple_Heart,tilburg-smt,aaron s. daggett the battle of gettysburg aaron s. daggett won the purple heart,Politician,unseen,0.237,0.375279683579266,46.154,smt,2triple,1.3333333333333333,2.0,2.0
448,Aaron_S._Daggett | battles | Battle_of_Gettysburg<br>Aaron_S._Daggett | award | Purple_Heart,upf-forge,"aaron s. daggett, which received the awards from the purple heart, was involved in the battle of gettysburg.",Politician,unseen,0.172,0.424209796753517,69.231,template,2triple,1.6666666666666667,2.0,2.6666666666666665
449,Aaron_S._Daggett | battles | Battle_of_Gettysburg<br>Aaron_S._Daggett | award | Purple_Heart,vietnam,null,Politician,unseen,0,0,92.308,template,2triple,1.0,1.0,1.0
450,Aaron_S._Daggett | battles | Battle_of_Gettysburg<br>Aaron_S._Daggett | award | Purple_Heart,webnlg,"aaron s daggett fought at the battle of gettysburg and was awarded the purple heart .
",Politician,unseen,1,1,1,human,2triple,3.0,2.6666666666666665,3.0
451,"Abdul_Taib_Mahmud | party | Parti_Pesaka_Bumiputera_Bersatu<br>Abdul_Taib_Mahmud | region | Asajaya<br>Abdul_Taib_Mahmud | residence | Kuching<br>Abdul_Taib_Mahmud | birthPlace | Miri,_Malaysia<br>Abdul_Taib_Mahmud | birthDate | 1936-05-21",adapt,"the party of abdul taib, the party of abdul taib, the party of abdul taib, a abdul tahelor, is the party of abdul taib, a abdul taix "". the school is known as abdul tair an, who was born in miri, malaysia. they are the party of abdul taib, a abdul tair an derwise known as abdul tair an, which was born on 1936-0-12.",Politician,unseen,0.091,0.196698534998829,173.529,neural,5triple,1.0,1.0,2.0
452,"Abdul_Taib_Mahmud | party | Parti_Pesaka_Bumiputera_Bersatu<br>Abdul_Taib_Mahmud | region | Asajaya<br>Abdul_Taib_Mahmud | residence | Kuching<br>Abdul_Taib_Mahmud | birthPlace | Miri,_Malaysia<br>Abdul_Taib_Mahmud | birthDate | 1936-05-21",baseline,"the port authority of the port authority of new zealand is the city council, which is based in the asajaya. the purple finch is the bird of the comics field.",Politician,unseen,0.126,0.0767655371064451,91.176,neural,5triple,1.0,1.6666666666666667,1.0
453,"Abdul_Taib_Mahmud | party | Parti_Pesaka_Bumiputera_Bersatu<br>Abdul_Taib_Mahmud | region | Asajaya<br>Abdul_Taib_Mahmud | residence | Kuching<br>Abdul_Taib_Mahmud | birthPlace | Miri,_Malaysia<br>Abdul_Taib_Mahmud | birthDate | 1936-05-21",melbourne,"abdul taib mahmud (born on 1936-05-21 in miri, malaysia) is a traditional dish from asajaya and is led by parti pesaka bumiputera bersatu.",Politician,unseen,0.144,0.375003423739277,70.588,neural,5triple,1.6666666666666667,2.6666666666666665,1.3333333333333333
454,"Abdul_Taib_Mahmud | party | Parti_Pesaka_Bumiputera_Bersatu<br>Abdul_Taib_Mahmud | region | Asajaya<br>Abdul_Taib_Mahmud | residence | Kuching<br>Abdul_Taib_Mahmud | birthPlace | Miri,_Malaysia<br>Abdul_Taib_Mahmud | birthDate | 1936-05-21",pkuwriter,"the birth place of augustus pugin is miri, malaysia, the country where he is the birthplace of origin of as livorno.",Politician,unseen,0.153,0.124267364490975,91.176,neural,5triple,1.6666666666666667,1.6666666666666667,1.0
455,"Abdul_Taib_Mahmud | party | Parti_Pesaka_Bumiputera_Bersatu<br>Abdul_Taib_Mahmud | region | Asajaya<br>Abdul_Taib_Mahmud | residence | Kuching<br>Abdul_Taib_Mahmud | birthPlace | Miri,_Malaysia<br>Abdul_Taib_Mahmud | birthDate | 1936-05-21",tilburg-nmt,"abdul taib mahmud was born in may 21st 1936 on miri, malaysia and was first student at parti pesaka bumiputera bersatu. abdul taib mahmud was designed by may 21st 1936 and died in may 21st 1936.",Politician,unseen,0.25,0.360872548957365,70.588,neural,5triple,1.3333333333333333,1.3333333333333333,1.0
456,"Abdul_Taib_Mahmud | party | Parti_Pesaka_Bumiputera_Bersatu<br>Abdul_Taib_Mahmud | region | Asajaya<br>Abdul_Taib_Mahmud | residence | Kuching<br>Abdul_Taib_Mahmud | birthPlace | Miri,_Malaysia<br>Abdul_Taib_Mahmud | birthDate | 1936-05-21",tilburg-pipe,"abdul taib mahmud was born in miri, malaysia. it lives in kuching it originates from asajaya. abdul taib mahmud was born on may 21st 1936.",Politician,unseen,0.24,0.342059157981852,64.706,template,5triple,1.6666666666666667,1.6666666666666667,2.3333333333333335
457,"Abdul_Taib_Mahmud | party | Parti_Pesaka_Bumiputera_Bersatu<br>Abdul_Taib_Mahmud | region | Asajaya<br>Abdul_Taib_Mahmud | residence | Kuching<br>Abdul_Taib_Mahmud | birthPlace | Miri,_Malaysia<br>Abdul_Taib_Mahmud | birthDate | 1936-05-21",tilburg-smt,"abdul taib mahmud party parti pesaka bumiputera bersatu abdul taib mahmud is from the asajaya abdul taib mahmud and lives in the kuching abdul taib mahmud was born in miri, malaysia abdul taib mahmud was born on 1936-05-21",Politician,unseen,0.278,0.400585482248489,70.588,smt,5triple,1.0,1.0,3.0
458,"Abdul_Taib_Mahmud | party | Parti_Pesaka_Bumiputera_Bersatu<br>Abdul_Taib_Mahmud | region | Asajaya<br>Abdul_Taib_Mahmud | residence | Kuching<br>Abdul_Taib_Mahmud | birthPlace | Miri,_Malaysia<br>Abdul_Taib_Mahmud | birthDate | 1936-05-21",upf-forge,"abdul taib mahmud, found in asajaya, belongs to the parti pesaka bumiputera bersatu. abdul taib mahmud lives in kuching. he was born on may 21, 1936 in miri (malaysia).",Politician,unseen,0.175,0.398673826981653,64.706,template,5triple,1.5,1.5,2.5
459,"Abdul_Taib_Mahmud | party | Parti_Pesaka_Bumiputera_Bersatu<br>Abdul_Taib_Mahmud | region | Asajaya<br>Abdul_Taib_Mahmud | residence | Kuching<br>Abdul_Taib_Mahmud | birthPlace | Miri,_Malaysia<br>Abdul_Taib_Mahmud | birthDate | 1936-05-21",vietnam,null,Politician,unseen,0,0,97.059,template,5triple,1.0,1.0,1.0
460,"Abdul_Taib_Mahmud | party | Parti_Pesaka_Bumiputera_Bersatu<br>Abdul_Taib_Mahmud | region | Asajaya<br>Abdul_Taib_Mahmud | residence | Kuching<br>Abdul_Taib_Mahmud | birthPlace | Miri,_Malaysia<br>Abdul_Taib_Mahmud | birthDate | 1936-05-21",webnlg,"abdul taib mahmud was born on 21 may 1936 in miri , malaysia , and lives in kuching . his party was the parti pesaka bumiputera bersatu and he represented the asajaya region .
",Politician,unseen,1,1,1,human,5triple,3.0,3.0,3.0
